t,x,y,z,qw,qx,qy,qz,vx,vy,vz
1.2505,0.033358651,0.04299976,0.040907792,0.0099313134,-0.70332182,0.010378129,0.71072644,0.0078159587,0.015426659,-0.0048881801
1.2605,0.033384086,0.043093431,0.040893673,0.010018834,-0.70164757,0.010232927,0.71238024,0.0036331537,0.0026477074,0.004496474
1.2705,0.03337331,0.04308975,0.040976629,0.010026283,-0.70043414,0.0099338869,0.71357747,0.0026280033,-0.0034732917,0.010232618
1.2805,0.03337261,0.043050703,0.041093039,0.010180701,-0.69962133,0.0094713938,0.7143785,-0.00022786155,-0.0038228801,0.0067128155
1.2905,0.033327951,0.043020213,0.041139771,0.010130411,-0.69910428,0.0092273991,0.7148884,-0.0049108403,-0.0033177316,0.0026647566
1.3005,0.033261106,0.043014895,0.041205016,0.010128473,-0.69859923,0.0092075078,0.71538224,-0.0060417823,0.0018681919,0.0091638074
1.3105,0.03320288,0.043058077,0.041287146,0.010163198,-0.69802826,0.0094989848,0.71593507,-0.0052617646,0.0069314475,0.0078618295
1.3205,0.033158804,0.043134611,0.041381078,0.010280381,-0.69745444,0.0098962774,0.71648704,-0.0043840755,0.008422129,0.011565281
1.3305,0.033111485,0.043250114,0.041697116,0.010639511,-0.69630092,0.010043277,0.71760083,-0.0033987162,0.015226545,0.044820334
1.3405,0.033058532,0.043436685,0.042263425,0.010888845,-0.69439244,0.010209033,0.71944169,-0.0026513767,0.020128988,0.067440099
1.3505,0.033010373,0.043666481,0.042969369,0.011098922,-0.69203948,0.01036102,0.72169995,-0.00081137675,0.025147406,0.070795672
1.3605,0.032986657,0.04391828,0.043684709,0.011248026,-0.69016088,0.010346214,0.72349457,0.0019275884,0.025636638,0.067936743
1.3705,0.032998391,0.044185783,0.044295922,0.011104246,-0.68915793,0.010382937,0.72445168,0.0042446789,0.027684984,0.057917158
1.3805,0.033030888,0.044443112,0.044901932,0.01119436,-0.68863423,0.010067401,0.72495258,0.0054883723,0.024329284,0.05959635
1.3905,0.033095523,0.044683807,0.045345439,0.010967246,-0.68904627,0.0098618637,0.72456725,0.0086487704,0.024041543,0.035424722
1.4005,0.033204129,0.04490976,0.045595887,0.010356706,-0.69047224,0.0098248358,0.72321802,0.011693158,0.020223805,0.02393643
1.4105,0.033349772,0.045084919,0.045832338,0.010089305,-0.69235688,0.0093727922,0.7214238,0.014795266,0.015711471,0.022088328
1.4205,0.033537466,0.045219292,0.04594024,0.0095632043,-0.69474075,0.0090406231,0.71913983,0.019423041,0.009767331,0.0089452269
1.4305,0.033775878,0.045260801,0.046012722,0.0089322088,-0.69762135,0.0086497862,0.71635874,0.023241639,0.00021089343,0.0062709215
1.4405,0.034038403,0.045234971,0.04605301,0.0083296474,-0.70069945,0.0081800968,0.71336105,0.024012835,-0.0041442407,0.0029657251
1.4505,0.034301839,0.045173509,0.046074128,0.007679975,-0.7037367,0.0076113113,0.71037859,0.024534927,-0.0073790326,0.0020029951
1.4605,0.034556157,0.045091657,0.046092174,0.0069685833,-0.70659822,0.0069442623,0.70754658,0.023883055,-0.0085977241,0.0017985948
1.4705,0.034795177,0.045003829,0.046109153,0.0062441872,-0.70923815,0.006247984,0.70491363,0.02258229,-0.0088090007,0.0016364889
1.4805,0.035029921,0.044911587,0.046144549,0.0055463536,-0.71159088,0.005565614,0.70255013,0.0236458,-0.0094925254,0.0052962986
1.4905,0.035268414,0.044813332,0.046207554,0.0048968188,-0.71363368,0.004919422,0.70048468,0.023839482,-0.00996157,0.0070310281
1.5005,0.035502997,0.044716272,0.046277443,0.0042616126,-0.71541117,0.004352827,0.69867715,0.023676813,-0.0086296615,0.0057091621
1.5105,0.035763317,0.04464624,0.046438342,0.003843528,-0.71666671,0.004030305,0.69739358,0.027202761,-0.0056428324,0.024059655
1.5205,0.036047466,0.044604134,0.046742655,0.0038150823,-0.71731176,0.0038967144,0.69673101,0.027911099,-0.0029163323,0.034687728
1.5305,0.036310787,0.044589392,0.047045873,0.0039535737,-0.7178223,0.0039535116,0.69620391,0.018838402,0.00114529,0.015595862
1.5405,0.036521845,0.044660656,0.047157345,0.0043829531,-0.71896154,0.0043751101,0.69502227,0.015189194,0.011751189,0.005976675
1.5505,0.03673003,0.044812849,0.047154346,0.0050946551,-0.72037682,0.005146184,0.69354509,0.013206305,0.018159797,-0.0061533616
1.5605,0.036932388,0.045014385,0.047031842,0.0059597715,-0.72190555,0.0061131809,0.69193893,0.011508792,0.02209245,-0.017538812
1.5705,0.037161386,0.045238027,0.046743848,0.0069711433,-0.72363972,0.0072694387,0.69010442,0.0151518,0.023106838,-0.037920706
1.5805,0.037428286,0.04546795,0.04629373,0.0080982176,-0.72559046,0.0085747315,0.68802571,0.016950935,0.023623203,-0.050856528
1.5905,0.03770575,0.045701038,0.045729532,0.0092591216,-0.72762889,0.0099261462,0.68583667,0.016823058,0.023881931,-0.060758509
1.6005,0.037994217,0.04592624,0.044977376,0.010472991,-0.72989629,0.011348604,0.68338345,0.017644084,0.022353235,-0.086483508
1.6105,0.038294626,0.046136867,0.044022922,0.011731574,-0.73243588,0.012825086,0.68061411,0.017447801,0.021134788,-0.10338546
1.6205,0.038588158,0.046336979,0.042962697,0.012965859,-0.73507228,0.014271346,0.67771451,0.01612712,0.020607567,-0.094276526
1.6305,0.038836703,0.046546578,0.042199874,0.014099228,-0.73732416,0.015576477,0.67521231,0.010925255,0.022885327,-0.062868904
1.6405,0.039007725,0.046744445,0.041819702,0.014882446,-0.7387889,0.016462722,0.67357141,0.011495109,0.018022177,-0.01714293
1.6505,0.039159731,0.046860887,0.041773454,0.015169858,-0.73946117,0.01677793,0.67281911,0.013125922,0.0073348818,0.003269113
1.6605,0.039301621,0.046916208,0.041839469,0.015279307,-0.73964862,0.016872492,0.67260819,0.01369953,0.0041902181,0.0084231731
1.6705,0.03945017,0.046934786,0.041935281,0.015319292,-0.73966473,0.016883571,0.67258929,0.015374623,1.5523555e-05,0.0098071625
1.6805,0.03960521,0.046922362,0.042028565,0.015338433,-0.73963343,0.016863415,0.67262378,0.015650162,-0.002272258,0.0084993878
1.6905,0.039767212,0.046899509,0.042072936,0.015366756,-0.73901,0.016828005,0.67330892,0.018886795,-0.0026598436,0.0015415
1.7005,0.039938753,0.046874104,0.042072263,0.015431411,-0.7376153,0.016760031,0.67483675,0.02010027,-0.0027914665,-0.0012071587
1.7105,0.040103808,0.046847476,0.042021547,0.015448362,-0.73593626,0.016696915,0.67666859,0.019197066,-0.0027534544,-0.0078233678
1.7205,0.040260374,0.046863678,0.04196215,0.015453476,-0.73373243,0.016627035,0.67905924,0.02031201,0.0045554972,-0.0039721301
1.7305,0.040407347,0.046923318,0.041872907,0.015432163,-0.73105649,0.016468202,0.68194359,0.020002812,0.0080966354,-0.0074563335
1.7405,0.040549096,0.047019649,0.041783593,0.015411436,-0.72819852,0.016312902,0.68499875,0.019395948,0.0098351683,-0.0098350675
1.7505,0.040692635,0.04715208,0.041680866,0.01531432,-0.72536485,0.016202842,0.68800347,0.020726577,0.015557227,-0.0086827102
1.7605,0.040886425,0.047313729,0.041589008,0.015334119,-0.72270421,0.016051076,0.69080088,0.028651778,0.01607732,-0.010503524
1.7705,0.041142634,0.047474625,0.04150172,0.015361747,-0.72024753,0.015937715,0.69336391,0.03104547,0.015679047,-0.0081135504
1.7805,0.041426797,0.047617509,0.041415085,0.015386189,-0.71790393,0.015857314,0.69579146,0.0339753,0.012550676,-0.0076274588
1.7905,0.041729245,0.047733023,0.041332327,0.015412891,-0.71565472,0.015793998,0.69810552,0.034614127,0.010340795,-0.0077874976
1.8005,0.042035395,0.047830118,0.041249346,0.015440917,-0.7135229,0.015736384,0.70028495,0.034451446,0.0088557123,-0.0077640663
1.8105,0.042336115,0.0479141,0.041178314,0.015357439,-0.71145623,0.015798671,0.70238492,0.033088114,0.0086944924,-0.0078951459
1.8205,0.042607047,0.047997511,0.041105764,0.015120668,-0.70943315,0.016020361,0.70442836,0.025790083,0.0091224755,-0.0054697894
1.8305,0.042766013,0.048112406,0.041021636,0.015131845,-0.70736029,0.016021709,0.70650955,0.014668119,0.01376975,-0.011826591
1.8405,0.042843665,0.048262324,0.040949587,0.015261011,-0.70525514,0.015925145,0.70861038,0.0095242661,0.015416076,-0.00486434
1.8505,0.042894661,0.048421589,0.040892361,0.015422211,-0.7032471,0.015808798,0.71060239,0.0081516889,0.015516816,-0.010607433
1.8605,0.042920312,0.0485104,0.040883683,0.015539335,-0.70158178,0.01566555,0.71224724,0.0034883413,0.0025796855,0.0048689975
1.8705,0.042911507,0.048507149,0.040970797,0.01559885,-0.70037497,0.015378837,0.7134389,0.0027723062,-0.003605419,0.010553199
1.8805,0.042906083,0.048469664,0.041084192,0.015768071,-0.69956624,0.014944548,0.71423743,-0.00085593915,-0.0035155732,0.0063984085
1.8905,0.0428563,0.048440239,0.041130721,0.01572646,-0.69904467,0.014719947,0.71475349,-0.005418831,-0.0033763025,0.0028866694
1.9005,0.042785839,0.04843564,0.041199295,0.015735445,-0.69852932,0.014705602,0.71525725,-0.00632998,0.002022661,0.0095647818
1.9105,0.04272544,0.048481235,0.041288305,0.015791997,-0.69794303,0.014982621,0.71582237,-0.0054083716,0.0072100775,0.0084851713
1.9205,0.04268267,0.048560437,0.04138958,0.015915364,-0.69733668,0.015376264,0.716402,-0.0041753557,0.0077440746,0.01173937
1.9305,0.042636754,0.048678645,0.04170608,0.016273724,-0.69617376,0.015521864,0.71752096,-0.0034005665,0.015789113,0.044083214
1.9405,0.042584917,0.048871352,0.042268754,0.01652971,-0.69427185,0.01567639,0.71935222,-0.0025295663,0.020695072,0.068149328
1.9505,0.042538943,0.049107523,0.042973249,0.016779169,-0.69191387,0.015784192,0.72161244,-0.00089014115,0.025680541,0.065599137
1.9605,0.042517095,0.049378923,0.043692079,0.016907499,-0.69005004,0.015782493,0.72339201,0.0020570532,0.028063354,0.073210812
1.9705,0.042528628,0.049667279,0.044312277,0.016833302,-0.68904804,0.015743239,0.72434908,0.0042255441,0.026250528,0.061458022
1.9805,0.042561201,0.049941317,0.044879473,0.016745288,-0.68855415,0.01560701,0.72482357,0.0049517702,0.028310608,0.049569847
